fpath,dist_idx,dist,img,ver,mos_std,mos,ref_img
dst_imgs/AWGN/foxy.AWGN.1.png,1,awgn,foxy,1,0.021,0.013999999999999999,src_imgs/foxy.png
dst_imgs/AWGN/foxy.AWGN.2.png,1,awgn,foxy,2,0.057,0.064,src_imgs/foxy.png
dst_imgs/AWGN/foxy.AWGN.3.png,1,awgn,foxy,3,0.10400000000000001,0.136,src_imgs/foxy.png
dst_imgs/AWGN/foxy.AWGN.4.png,1,awgn,foxy,4,0.14,0.25,src_imgs/foxy.png
dst_imgs/AWGN/foxy.AWGN.5.png,1,awgn,foxy,5,0.138,0.381,src_imgs/foxy.png
dst_imgs/AWGN/geckos.AWGN.1.png,1,awgn,geckos,1,0.015,0.028999999999999998,src_imgs/geckos.png
dst_imgs/AWGN/geckos.AWGN.2.png,1,awgn,geckos,2,0.040999999999999995,0.06,src_imgs/geckos.png
dst_imgs/AWGN/geckos.AWGN.3.png,1,awgn,geckos,3,0.057,0.11699999999999999,src_imgs/geckos.png
dst_imgs/AWGN/geckos.AWGN.4.png,1,awgn,geckos,4,0.053,0.20199999999999999,src_imgs/geckos.png
dst_imgs/AWGN/geckos.AWGN.5.png,1,awgn,geckos,5,0.12,0.336,src_imgs/geckos.png
dst_imgs/AWGN/lady_liberty.AWGN.1.png,1,awgn,lady_liberty,1,0.040999999999999995,0.032,src_imgs/lady_liberty.png
dst_imgs/AWGN/lady_liberty.AWGN.2.png,1,awgn,lady_liberty,2,0.076,0.151,src_imgs/lady_liberty.png
dst_imgs/AWGN/lady_liberty.AWGN.3.png,1,awgn,lady_liberty,3,0.087,0.255,src_imgs/lady_liberty.png
dst_imgs/AWGN/lady_liberty.AWGN.4.png,1,awgn,lady_liberty,4,0.17300000000000001,0.384,src_imgs/lady_liberty.png
dst_imgs/AWGN/lady_liberty.AWGN.5.png,1,awgn,lady_liberty,5,0.18600000000000003,0.48700000000000004,src_imgs/lady_liberty.png
dst_imgs/AWGN/lake.AWGN.1.png,1,awgn,lake,1,0.027999999999999997,0.022000000000000002,src_imgs/lake.png
dst_imgs/AWGN/lake.AWGN.2.png,1,awgn,lake,2,0.035,0.13699999999999998,src_imgs/lake.png
dst_imgs/AWGN/lake.AWGN.3.png,1,awgn,lake,3,0.11199999999999999,0.295,src_imgs/lake.png
dst_imgs/AWGN/lake.AWGN.4.png,1,awgn,lake,4,0.128,0.43700000000000006,src_imgs/lake.png
dst_imgs/AWGN/lake.AWGN.5.png,1,awgn,lake,5,0.14400000000000002,0.536,src_imgs/lake.png
dst_imgs/AWGN/log_seaside.AWGN.1.png,1,awgn,log_seaside,1,0.0,0.0,src_imgs/log_seaside.png
dst_imgs/AWGN/log_seaside.AWGN.2.png,1,awgn,log_seaside,2,0.039,0.057,src_imgs/log_seaside.png
dst_imgs/AWGN/log_seaside.AWGN.3.png,1,awgn,log_seaside,3,0.076,0.132,src_imgs/log_seaside.png
dst_imgs/AWGN/log_seaside.AWGN.4.png,1,awgn,log_seaside,4,0.121,0.267,src_imgs/log_seaside.png
dst_imgs/AWGN/log_seaside.AWGN.5.png,1,awgn,log_seaside,5,0.11900000000000001,0.442,src_imgs/log_seaside.png
dst_imgs/AWGN/monument.AWGN.1.png,1,awgn,monument,1,0.015,0.012,src_imgs/monument.png
dst_imgs/AWGN/monument.AWGN.2.png,1,awgn,monument,2,0.043,0.081,src_imgs/monument.png
dst_imgs/AWGN/monument.AWGN.3.png,1,awgn,monument,3,0.087,0.183,src_imgs/monument.png
dst_imgs/AWGN/monument.AWGN.4.png,1,awgn,monument,4,0.18600000000000003,0.325,src_imgs/monument.png
dst_imgs/AWGN/monument.AWGN.5.png,1,awgn,monument,5,0.226,0.46799999999999997,src_imgs/monument.png
dst_imgs/AWGN/native_american.AWGN.1.png,1,awgn,native_american,1,0.061,0.04,src_imgs/native_american.png
dst_imgs/AWGN/native_american.AWGN.2.png,1,awgn,native_american,2,0.073,0.069,src_imgs/native_american.png
dst_imgs/AWGN/native_american.AWGN.3.png,1,awgn,native_american,3,0.07,0.22399999999999998,src_imgs/native_american.png
dst_imgs/AWGN/native_american.AWGN.4.png,1,awgn,native_american,4,0.13699999999999998,0.401,src_imgs/native_american.png
dst_imgs/AWGN/native_american.AWGN.5.png,1,awgn,native_american,5,0.109,0.47600000000000003,src_imgs/native_american.png
dst_imgs/AWGN/redwood.AWGN.1.png,1,awgn,redwood,1,0.024,0.051,src_imgs/redwood.png
dst_imgs/AWGN/redwood.AWGN.2.png,1,awgn,redwood,2,0.084,0.188,src_imgs/redwood.png
dst_imgs/AWGN/redwood.AWGN.3.png,1,awgn,redwood,3,0.151,0.32299999999999995,src_imgs/redwood.png
dst_imgs/AWGN/redwood.AWGN.4.png,1,awgn,redwood,4,0.191,0.43200000000000005,src_imgs/redwood.png
dst_imgs/AWGN/redwood.AWGN.5.png,1,awgn,redwood,5,0.2,0.545,src_imgs/redwood.png
dst_imgs/AWGN/roping.AWGN.1.png,1,awgn,roping,1,0.004,0.003,src_imgs/roping.png
dst_imgs/AWGN/roping.AWGN.2.png,1,awgn,roping,2,0.111,0.105,src_imgs/roping.png
dst_imgs/AWGN/roping.AWGN.3.png,1,awgn,roping,3,0.151,0.185,src_imgs/roping.png
dst_imgs/AWGN/roping.AWGN.4.png,1,awgn,roping,4,0.21600000000000003,0.382,src_imgs/roping.png
dst_imgs/AWGN/roping.AWGN.5.png,1,awgn,roping,5,0.273,0.513,src_imgs/roping.png
dst_imgs/AWGN/rushmore.AWGN.1.png,1,awgn,rushmore,1,0.017,0.032,src_imgs/rushmore.png
dst_imgs/AWGN/rushmore.AWGN.2.png,1,awgn,rushmore,2,0.1,0.131,src_imgs/rushmore.png
dst_imgs/AWGN/rushmore.AWGN.3.png,1,awgn,rushmore,3,0.098,0.259,src_imgs/rushmore.png
dst_imgs/AWGN/rushmore.AWGN.4.png,1,awgn,rushmore,4,0.10800000000000001,0.382,src_imgs/rushmore.png
dst_imgs/AWGN/rushmore.AWGN.5.png,1,awgn,rushmore,5,0.115,0.513,src_imgs/rushmore.png
dst_imgs/AWGN/shroom.AWGN.1.png,1,awgn,shroom,1,0.045,0.031,src_imgs/shroom.png
dst_imgs/AWGN/shroom.AWGN.2.png,1,awgn,shroom,2,0.10800000000000001,0.136,src_imgs/shroom.png
dst_imgs/AWGN/shroom.AWGN.3.png,1,awgn,shroom,3,0.098,0.237,src_imgs/shroom.png
dst_imgs/AWGN/shroom.AWGN.4.png,1,awgn,shroom,4,0.127,0.355,src_imgs/shroom.png
dst_imgs/AWGN/shroom.AWGN.5.png,1,awgn,shroom,5,0.13,0.46299999999999997,src_imgs/shroom.png
dst_imgs/AWGN/snow_leaves.AWGN.1.png,1,awgn,snow_leaves,1,0.0,0.019,src_imgs/snow_leaves.png
dst_imgs/AWGN/snow_leaves.AWGN.2.png,1,awgn,snow_leaves,2,0.067,0.063,src_imgs/snow_leaves.png
dst_imgs/AWGN/snow_leaves.AWGN.3.png,1,awgn,snow_leaves,3,0.185,0.212,src_imgs/snow_leaves.png
dst_imgs/AWGN/snow_leaves.AWGN.4.png,1,awgn,snow_leaves,4,0.081,0.293,src_imgs/snow_leaves.png
dst_imgs/AWGN/snow_leaves.AWGN.5.png,1,awgn,snow_leaves,5,0.154,0.434,src_imgs/snow_leaves.png
dst_imgs/AWGN/sunsetcolor.AWGN.1.png,1,awgn,sunsetcolor,1,0.038,0.039,src_imgs/sunsetcolor.png
dst_imgs/AWGN/sunsetcolor.AWGN.2.png,1,awgn,sunsetcolor,2,0.10400000000000001,0.20600000000000002,src_imgs/sunsetcolor.png
dst_imgs/AWGN/sunsetcolor.AWGN.3.png,1,awgn,sunsetcolor,3,0.105,0.302,src_imgs/sunsetcolor.png
dst_imgs/AWGN/sunsetcolor.AWGN.4.png,1,awgn,sunsetcolor,4,0.139,0.409,src_imgs/sunsetcolor.png
dst_imgs/AWGN/sunsetcolor.AWGN.5.png,1,awgn,sunsetcolor,5,0.18,0.515,src_imgs/sunsetcolor.png
dst_imgs/AWGN/sunset_sparrow.AWGN.1.png,1,awgn,sunset_sparrow,1,0.049,0.042,src_imgs/sunset_sparrow.png
dst_imgs/AWGN/sunset_sparrow.AWGN.2.png,1,awgn,sunset_sparrow,2,0.07400000000000001,0.179,src_imgs/sunset_sparrow.png
dst_imgs/AWGN/sunset_sparrow.AWGN.3.png,1,awgn,sunset_sparrow,3,0.121,0.326,src_imgs/sunset_sparrow.png
dst_imgs/AWGN/sunset_sparrow.AWGN.4.png,1,awgn,sunset_sparrow,4,0.105,0.45799999999999996,src_imgs/sunset_sparrow.png
dst_imgs/AWGN/sunset_sparrow.AWGN.5.png,1,awgn,sunset_sparrow,5,0.142,0.5489999999999999,src_imgs/sunset_sparrow.png
dst_imgs/AWGN/swarm.AWGN.1.png,1,awgn,swarm,1,0.042,0.035,src_imgs/swarm.png
dst_imgs/AWGN/swarm.AWGN.2.png,1,awgn,swarm,2,0.067,0.166,src_imgs/swarm.png
dst_imgs/AWGN/swarm.AWGN.3.png,1,awgn,swarm,3,0.12300000000000001,0.322,src_imgs/swarm.png
dst_imgs/AWGN/swarm.AWGN.4.png,1,awgn,swarm,4,0.157,0.419,src_imgs/swarm.png
dst_imgs/AWGN/swarm.AWGN.5.png,1,awgn,swarm,5,0.183,0.5770000000000001,src_imgs/swarm.png
dst_imgs/AWGN/trolley.AWGN.1.png,1,awgn,trolley,1,0.005,0.028999999999999998,src_imgs/trolley.png
dst_imgs/AWGN/trolley.AWGN.2.png,1,awgn,trolley,2,0.076,0.09,src_imgs/trolley.png
dst_imgs/AWGN/trolley.AWGN.3.png,1,awgn,trolley,3,0.077,0.22,src_imgs/trolley.png
dst_imgs/AWGN/trolley.AWGN.4.png,1,awgn,trolley,4,0.079,0.342,src_imgs/trolley.png
dst_imgs/AWGN/trolley.AWGN.5.png,1,awgn,trolley,5,0.09699999999999999,0.45,src_imgs/trolley.png
dst_imgs/AWGN/turtle.AWGN.1.png,1,awgn,turtle,1,0.006,0.02,src_imgs/turtle.png
dst_imgs/AWGN/turtle.AWGN.2.png,1,awgn,turtle,2,0.055,0.11900000000000001,src_imgs/turtle.png
dst_imgs/AWGN/turtle.AWGN.3.png,1,awgn,turtle,3,0.10400000000000001,0.19899999999999998,src_imgs/turtle.png
dst_imgs/AWGN/turtle.AWGN.4.png,1,awgn,turtle,4,0.086,0.32899999999999996,src_imgs/turtle.png
dst_imgs/AWGN/turtle.AWGN.5.png,1,awgn,turtle,5,0.08900000000000001,0.436,src_imgs/turtle.png
dst_imgs/AWGN/veggies.AWGN.1.png,1,awgn,veggies,1,0.024,0.018000000000000002,src_imgs/veggies.png
dst_imgs/AWGN/veggies.AWGN.2.png,1,awgn,veggies,2,0.09,0.098,src_imgs/veggies.png
dst_imgs/AWGN/veggies.AWGN.3.png,1,awgn,veggies,3,0.132,0.214,src_imgs/veggies.png
dst_imgs/AWGN/veggies.AWGN.4.png,1,awgn,veggies,4,0.179,0.34700000000000003,src_imgs/veggies.png
dst_imgs/AWGN/veggies.AWGN.5.png,1,awgn,veggies,5,0.19,0.47200000000000003,src_imgs/veggies.png
dst_imgs/AWGN/woman.AWGN.1.png,1,awgn,woman,1,0.05,0.052000000000000005,src_imgs/woman.png
dst_imgs/AWGN/woman.AWGN.2.png,1,awgn,woman,2,0.113,0.19699999999999998,src_imgs/woman.png
dst_imgs/AWGN/woman.AWGN.3.png,1,awgn,woman,3,0.11199999999999999,0.289,src_imgs/woman.png
dst_imgs/AWGN/woman.AWGN.4.png,1,awgn,woman,4,0.141,0.409,src_imgs/woman.png
dst_imgs/AWGN/woman.AWGN.5.png,1,awgn,woman,5,0.12300000000000001,0.49,src_imgs/woman.png
dst_imgs/JPEG/1600.JPEG.1.png,2,jpeg,1600,1,0.004,0.013000000000000001,src_imgs/1600.png
dst_imgs/JPEG/1600.JPEG.2.png,2,jpeg,1600,2,0.063,0.069,src_imgs/1600.png
dst_imgs/JPEG/1600.JPEG.3.png,2,jpeg,1600,3,0.084,0.19699999999999998,src_imgs/1600.png
dst_imgs/JPEG/1600.JPEG.4.png,2,jpeg,1600,4,0.083,0.501,src_imgs/1600.png
dst_imgs/JPEG/1600.JPEG.5.png,2,jpeg,1600,5,0.059000000000000004,0.687,src_imgs/1600.png
dst_imgs/JPEG/aerial_city.JPEG.1.png,2,jpeg,aerial_city,1,0.013999999999999999,0.03,src_imgs/aerial_city.png
dst_imgs/JPEG/aerial_city.JPEG.2.png,2,jpeg,aerial_city,2,0.043,0.065,src_imgs/aerial_city.png
dst_imgs/JPEG/aerial_city.JPEG.3.png,2,jpeg,aerial_city,3,0.146,0.389,src_imgs/aerial_city.png
dst_imgs/JPEG/aerial_city.JPEG.4.png,2,jpeg,aerial_city,4,0.055999999999999994,0.607,src_imgs/aerial_city.png
dst_imgs/JPEG/aerial_city.JPEG.5.png,2,jpeg,aerial_city,5,0.039,0.8190000000000001,src_imgs/aerial_city.png
dst_imgs/JPEG/boston.JPEG.1.png,2,jpeg,boston,1,0.0,0.0,src_imgs/boston.png
dst_imgs/JPEG/boston.JPEG.2.png,2,jpeg,boston,2,0.038,0.05,src_imgs/boston.png
dst_imgs/JPEG/boston.JPEG.3.png,2,jpeg,boston,3,0.067,0.32799999999999996,src_imgs/boston.png
dst_imgs/JPEG/boston.JPEG.4.png,2,jpeg,boston,4,0.09,0.737,src_imgs/boston.png
dst_imgs/JPEG/boston.JPEG.5.png,2,jpeg,boston,5,0.066,0.8320000000000001,src_imgs/boston.png
dst_imgs/JPEG/bridge.JPEG.1.png,2,jpeg,bridge,1,0.046,0.037000000000000005,src_imgs/bridge.png
dst_imgs/JPEG/bridge.JPEG.2.png,2,jpeg,bridge,2,0.07400000000000001,0.076,src_imgs/bridge.png
dst_imgs/JPEG/bridge.JPEG.3.png,2,jpeg,bridge,3,0.068,0.273,src_imgs/bridge.png
dst_imgs/JPEG/bridge.JPEG.4.png,2,jpeg,bridge,4,0.067,0.743,src_imgs/bridge.png
dst_imgs/JPEG/bridge.JPEG.5.png,2,jpeg,bridge,5,0.043,0.816,src_imgs/bridge.png
dst_imgs/JPEG/butter_flower.JPEG.1.png,2,jpeg,butter_flower,1,0.006,0.023,src_imgs/butter_flower.png
dst_imgs/JPEG/butter_flower.JPEG.2.png,2,jpeg,butter_flower,2,0.013999999999999999,0.031,src_imgs/butter_flower.png
dst_imgs/JPEG/butter_flower.JPEG.3.png,2,jpeg,butter_flower,3,0.11599999999999999,0.41,src_imgs/butter_flower.png
dst_imgs/JPEG/butter_flower.JPEG.4.png,2,jpeg,butter_flower,4,0.134,0.6990000000000001,src_imgs/butter_flower.png
dst_imgs/JPEG/butter_flower.JPEG.5.png,2,jpeg,butter_flower,5,0.071,0.8079999999999999,src_imgs/butter_flower.png
dst_imgs/JPEG/cactus.JPEG.1.png,2,jpeg,cactus,1,0.042,0.040999999999999995,src_imgs/cactus.png
dst_imgs/JPEG/cactus.JPEG.2.png,2,jpeg,cactus,2,0.081,0.16,src_imgs/cactus.png
dst_imgs/JPEG/cactus.JPEG.3.png,2,jpeg,cactus,3,0.135,0.37799999999999995,src_imgs/cactus.png
dst_imgs/JPEG/cactus.JPEG.4.png,2,jpeg,cactus,4,0.08,0.7040000000000001,src_imgs/cactus.png
dst_imgs/JPEG/cactus.JPEG.5.png,2,jpeg,cactus,5,0.01,0.812,src_imgs/cactus.png
dst_imgs/JPEG/child_swimming.JPEG.1.png,2,jpeg,child_swimming,1,0.001,0.028999999999999998,src_imgs/child_swimming.png
dst_imgs/JPEG/child_swimming.JPEG.2.png,2,jpeg,child_swimming,2,0.003,0.03,src_imgs/child_swimming.png
dst_imgs/JPEG/child_swimming.JPEG.3.png,2,jpeg,child_swimming,3,0.149,0.23600000000000002,src_imgs/child_swimming.png
dst_imgs/JPEG/child_swimming.JPEG.4.png,2,jpeg,child_swimming,4,0.078,0.514,src_imgs/child_swimming.png
dst_imgs/JPEG/child_swimming.JPEG.5.png,2,jpeg,child_swimming,5,0.053,0.696,src_imgs/child_swimming.png
dst_imgs/JPEG/couple.JPEG.1.png,2,jpeg,couple,1,0.0,0.002,src_imgs/couple.png
dst_imgs/JPEG/couple.JPEG.2.png,2,jpeg,couple,2,0.036000000000000004,0.034,src_imgs/couple.png
dst_imgs/JPEG/couple.JPEG.3.png,2,jpeg,couple,3,0.048,0.258,src_imgs/couple.png
dst_imgs/JPEG/couple.JPEG.4.png,2,jpeg,couple,4,0.045,0.586,src_imgs/couple.png
dst_imgs/JPEG/couple.JPEG.5.png,2,jpeg,couple,5,0.053,0.7240000000000001,src_imgs/couple.png
dst_imgs/JPEG/elk.JPEG.1.png,2,jpeg,elk,1,0.042,0.032,src_imgs/elk.png
dst_imgs/JPEG/elk.JPEG.2.png,2,jpeg,elk,2,0.084,0.068,src_imgs/elk.png
dst_imgs/JPEG/elk.JPEG.3.png,2,jpeg,elk,3,0.057,0.22,src_imgs/elk.png
dst_imgs/JPEG/elk.JPEG.4.png,2,jpeg,elk,4,0.11599999999999999,0.55,src_imgs/elk.png
dst_imgs/JPEG/elk.JPEG.5.png,2,jpeg,elk,5,0.039,0.71,src_imgs/elk.png
dst_imgs/JPEG/family.JPEG.1.png,2,jpeg,family,1,0.023,0.022000000000000002,src_imgs/family.png
dst_imgs/JPEG/family.JPEG.2.png,2,jpeg,family,2,0.059000000000000004,0.134,src_imgs/family.png
dst_imgs/JPEG/family.JPEG.3.png,2,jpeg,family,3,0.102,0.647,src_imgs/family.png
dst_imgs/JPEG/family.JPEG.4.png,2,jpeg,family,4,0.045,0.762,src_imgs/family.png
dst_imgs/JPEG/family.JPEG.5.png,2,jpeg,family,5,0.059000000000000004,0.846,src_imgs/family.png
dst_imgs/JPEG/fisher.JPEG.1.png,2,jpeg,fisher,1,0.012,0.008,src_imgs/fisher.png
dst_imgs/JPEG/fisher.JPEG.2.png,2,jpeg,fisher,2,0.046,0.18,src_imgs/fisher.png
dst_imgs/JPEG/fisher.JPEG.3.png,2,jpeg,fisher,3,0.188,0.518,src_imgs/fisher.png
dst_imgs/JPEG/fisher.JPEG.4.png,2,jpeg,fisher,4,0.127,0.725,src_imgs/fisher.png
dst_imgs/JPEG/fisher.JPEG.5.png,2,jpeg,fisher,5,0.124,0.7909999999999999,src_imgs/fisher.png
dst_imgs/JPEG/foxy.JPEG.1.png,2,jpeg,foxy,1,0.001,0.016,src_imgs/foxy.png
dst_imgs/JPEG/foxy.JPEG.2.png,2,jpeg,foxy,2,0.085,0.075,src_imgs/foxy.png
dst_imgs/JPEG/foxy.JPEG.3.png,2,jpeg,foxy,3,0.154,0.154,src_imgs/foxy.png
dst_imgs/JPEG/foxy.JPEG.4.png,2,jpeg,foxy,4,0.154,0.322,src_imgs/foxy.png
dst_imgs/JPEG/foxy.JPEG.5.png,2,jpeg,foxy,5,0.051,0.551,src_imgs/foxy.png
dst_imgs/JPEG/geckos.JPEG.1.png,2,jpeg,geckos,1,0.0,0.022000000000000002,src_imgs/geckos.png
dst_imgs/JPEG/geckos.JPEG.2.png,2,jpeg,geckos,2,0.085,0.047,src_imgs/geckos.png
dst_imgs/JPEG/geckos.JPEG.3.png,2,jpeg,geckos,3,0.163,0.135,src_imgs/geckos.png
dst_imgs/JPEG/geckos.JPEG.4.png,2,jpeg,geckos,4,0.07,0.46299999999999997,src_imgs/geckos.png
dst_imgs/JPEG/geckos.JPEG.5.png,2,jpeg,geckos,5,0.0,0.7340000000000001,src_imgs/geckos.png
dst_imgs/JPEG/lady_liberty.JPEG.1.png,2,jpeg,lady_liberty,1,0.009000000000000001,0.017,src_imgs/lady_liberty.png
dst_imgs/JPEG/lady_liberty.JPEG.2.png,2,jpeg,lady_liberty,2,0.045,0.27399999999999997,src_imgs/lady_liberty.png
dst_imgs/JPEG/lady_liberty.JPEG.3.png,2,jpeg,lady_liberty,3,0.17,0.532,src_imgs/lady_liberty.png
dst_imgs/JPEG/lady_liberty.JPEG.4.png,2,jpeg,lady_liberty,4,0.155,0.655,src_imgs/lady_liberty.png
dst_imgs/JPEG/lady_liberty.JPEG.5.png,2,jpeg,lady_liberty,5,0.159,0.77,src_imgs/lady_liberty.png
dst_imgs/JPEG/lake.JPEG.1.png,2,jpeg,lake,1,0.026000000000000002,0.021,src_imgs/lake.png
dst_imgs/JPEG/lake.JPEG.2.png,2,jpeg,lake,2,0.05,0.079,src_imgs/lake.png
dst_imgs/JPEG/lake.JPEG.3.png,2,jpeg,lake,3,0.124,0.156,src_imgs/lake.png
dst_imgs/JPEG/lake.JPEG.4.png,2,jpeg,lake,4,0.16,0.429,src_imgs/lake.png
dst_imgs/JPEG/lake.JPEG.5.png,2,jpeg,lake,5,0.0,0.73,src_imgs/lake.png
dst_imgs/JPEG/log_seaside.JPEG.1.png,2,jpeg,log_seaside,1,0.0,0.0,src_imgs/log_seaside.png
dst_imgs/JPEG/log_seaside.JPEG.2.png,2,jpeg,log_seaside,2,0.006999999999999999,0.009000000000000001,src_imgs/log_seaside.png
dst_imgs/JPEG/log_seaside.JPEG.3.png,2,jpeg,log_seaside,3,0.036000000000000004,0.038,src_imgs/log_seaside.png
