dist_img,img,dist,ver,ref_img,mos,var
images/I01_10_05.png,I01,10,05,images/I01.png,1.17,0.373
images/I01_11_01.png,I01,11,01,images/I01.png,4.03,0.948
images/I01_11_02.png,I01,11,02,images/I01.png,3.27,0.8140000000000001
images/I01_11_03.png,I01,11,03,images/I01.png,2.67,0.745
images/I01_11_04.png,I01,11,04,images/I01.png,2.27,0.772
images/I01_11_05.png,I01,11,05,images/I01.png,2.37,0.752
images/I01_12_01.png,I01,12,01,images/I01.png,4.43,0.5589999999999999
images/I01_12_02.png,I01,12,02,images/I01.png,3.7,0.69
images/I01_12_03.png,I01,12,03,images/I01.png,2.77,0.883
images/I01_12_04.png,I01,12,04,images/I01.png,2.37,0.836
images/I01_12_05.png,I01,12,05,images/I01.png,1.97,0.547
images/I01_13_01.png,I01,13,01,images/I01.png,3.67,0.789
images/I01_13_02.png,I01,13,02,images/I01.png,2.87,1.087
images/I01_13_03.png,I01,13,03,images/I01.png,2.6,0.6629999999999999
images/I01_13_04.png,I01,13,04,images/I01.png,2.07,0.727
images/I01_13_05.png,I01,13,05,images/I01.png,2.03,0.657
images/I01_14_01.png,I01,14,01,images/I01.png,4.57,0.616
images/I01_14_02.png,I01,14,02,images/I01.png,3.57,1.023
images/I01_14_03.png,I01,14,03,images/I01.png,3.13,0.846
images/I01_14_04.png,I01,14,04,images/I01.png,2.5,0.764
images/I01_14_05.png,I01,14,05,images/I01.png,2.27,0.68
images/I01_15_01.png,I01,15,01,images/I01.png,3.57,0.9890000000000001
images/I01_15_02.png,I01,15,02,images/I01.png,2.63,0.912
images/I01_15_03.png,I01,15,03,images/I01.png,1.77,0.607
images/I01_15_04.png,I01,15,04,images/I01.png,1.4,0.49
images/I01_15_05.png,I01,15,05,images/I01.png,1.33,0.47100000000000003
images/I01_16_01.png,I01,16,01,images/I01.png,4.37,0.547
images/I01_16_02.png,I01,16,02,images/I01.png,4.47,0.562
images/I01_16_03.png,I01,16,03,images/I01.png,3.94,0.504
images/I01_16_04.png,I01,16,04,images/I01.png,3.17,0.898
images/I01_16_05.png,I01,16,05,images/I01.png,2.18,0.7959999999999999
images/I01_17_01.png,I01,17,01,images/I01.png,4.5,0.5
images/I01_17_02.png,I01,17,02,images/I01.png,4.57,0.496
images/I01_17_03.png,I01,17,03,images/I01.png,4.33,0.596
images/I01_17_04.png,I01,17,04,images/I01.png,3.4,0.879
images/I01_17_05.png,I01,17,05,images/I01.png,2.13,0.846
images/I01_18_01.png,I01,18,01,images/I01.png,4.5,0.5
images/I01_18_02.png,I01,18,02,images/I01.png,4.57,0.496
images/I01_18_03.png,I01,18,03,images/I01.png,4.57,0.496
images/I01_18_04.png,I01,18,04,images/I01.png,4.37,0.795
images/I01_18_05.png,I01,18,05,images/I01.png,3.97,0.657
images/I01_19_01.png,I01,19,01,images/I01.png,4.53,0.499
images/I01_19_02.png,I01,19,02,images/I01.png,3.93,0.727
images/I01_19_03.png,I01,19,03,images/I01.png,2.77,0.8029999999999999
images/I01_19_04.png,I01,19,04,images/I01.png,1.53,0.562
images/I01_19_05.png,I01,19,05,images/I01.png,1.37,0.48200000000000004
images/I01_20_01.png,I01,20,01,images/I01.png,4.53,0.67
images/I01_20_02.png,I01,20,02,images/I01.png,3.9,1.136
images/I01_20_03.png,I01,20,03,images/I01.png,4.0,0.966
images/I01_20_04.png,I01,20,04,images/I01.png,3.33,1.35
images/I01_20_05.png,I01,20,05,images/I01.png,3.23,1.5419999999999998
images/I01_21_01.png,I01,21,01,images/I01.png,3.37,0.948
images/I01_21_02.png,I01,21,02,images/I01.png,2.57,0.883
images/I01_21_03.png,I01,21,03,images/I01.png,2.03,0.74
images/I01_21_04.png,I01,21,04,images/I01.png,2.13,0.884
images/I01_21_05.png,I01,21,05,images/I01.png,1.43,0.5589999999999999
images/I01_22_01.png,I01,22,01,images/I01.png,4.63,0.605
images/I01_22_02.png,I01,22,02,images/I01.png,4.0,0.894
images/I01_22_03.png,I01,22,03,images/I01.png,4.0,0.9309999999999999
images/I01_22_04.png,I01,22,04,images/I01.png,3.2,0.98
images/I01_22_05.png,I01,22,05,images/I01.png,2.2,0.909
images/I01_23_01.png,I01,23,01,images/I01.png,2.73,0.929
images/I01_23_02.png,I01,23,02,images/I01.png,2.17,0.86
images/I01_23_03.png,I01,23,03,images/I01.png,2.2,0.945
images/I01_23_04.png,I01,23,04,images/I01.png,2.37,1.197
images/I01_23_05.png,I01,23,05,images/I01.png,1.57,0.616
images/I01_24_01.png,I01,24,01,images/I01.png,3.57,0.92
images/I01_24_02.png,I01,24,02,images/I01.png,2.5,0.847
images/I01_24_03.png,I01,24,03,images/I01.png,1.87,0.67
images/I01_24_04.png,I01,24,04,images/I01.png,1.6,0.5539999999999999
images/I01_24_05.png,I01,24,05,images/I01.png,1.4,0.5539999999999999
images/I01_25_01.png,I01,25,01,images/I01.png,3.43,0.8440000000000001
images/I01_25_02.png,I01,25,02,images/I01.png,3.87,0.8059999999999999
images/I01_25_03.png,I01,25,03,images/I01.png,4.26,0.5660000000000001
images/I01_25_04.png,I01,25,04,images/I01.png,4.17,0.5820000000000001
images/I01_25_05.png,I01,25,05,images/I01.png,3.27,0.8540000000000001
images/I02_01_01.png,I02,01,01,images/I02.png,4.5,0.7190000000000001
images/I02_01_02.png,I02,01,02,images/I02.png,4.17,0.934
images/I02_01_03.png,I02,01,03,images/I02.png,2.07,0.772
images/I02_01_04.png,I02,01,04,images/I02.png,1.57,0.496
images/I02_01_05.png,I02,01,05,images/I02.png,1.27,0.512
images/I02_02_01.png,I02,02,01,images/I02.png,3.2,0.748
images/I02_02_02.png,I02,02,02,images/I02.png,2.27,0.8540000000000001
images/I02_02_03.png,I02,02,03,images/I02.png,1.57,0.616
images/I02_02_04.png,I02,02,04,images/I02.png,1.17,0.373
images/I02_02_05.png,I02,02,05,images/I02.png,1.0,0.0
images/I02_03_01.png,I02,03,01,images/I02.png,4.6,0.5539999999999999
images/I02_03_02.png,I02,03,02,images/I02.png,3.77,0.716
images/I02_03_03.png,I02,03,03,images/I02.png,2.33,0.6990000000000001
images/I02_03_04.png,I02,03,04,images/I02.png,1.8,0.542
images/I02_03_05.png,I02,03,05,images/I02.png,1.2,0.4
images/I02_04_01.png,I02,04,01,images/I02.png,4.3,0.64
images/I02_04_02.png,I02,04,02,images/I02.png,2.67,0.8690000000000001
images/I02_04_03.png,I02,04,03,images/I02.png,1.87,0.763
images/I02_04_04.png,I02,04,04,images/I02.png,1.77,0.716
images/I02_04_05.png,I02,04,05,images/I02.png,1.53,0.718
images/I02_05_01.png,I02,05,01,images/I02.png,3.77,0.7609999999999999
images/I02_05_02.png,I02,05,02,images/I02.png,1.8,0.47600000000000003
images/I02_05_03.png,I02,05,03,images/I02.png,1.33,0.47100000000000003
images/I02_05_04.png,I02,05,04,images/I02.png,1.37,0.48200000000000004
images/I02_05_05.png,I02,05,05,images/I02.png,1.47,0.562
images/I02_06_01.png,I02,06,01,images/I02.png,4.2,0.872
images/I02_06_02.png,I02,06,02,images/I02.png,4.07,0.727
images/I02_06_03.png,I02,06,03,images/I02.png,3.97,0.948
images/I02_06_04.png,I02,06,04,images/I02.png,3.7,0.9359999999999999
images/I02_06_05.png,I02,06,05,images/I02.png,2.63,0.983
images/I02_07_01.png,I02,07,01,images/I02.png,2.47,1.087
images/I02_07_02.png,I02,07,02,images/I02.png,2.37,1.048
images/I02_07_03.png,I02,07,03,images/I02.png,2.06,1.045
images/I02_07_04.png,I02,07,04,images/I02.png,1.97,1.048
images/I02_07_05.png,I02,07,05,images/I02.png,1.53,0.763
images/I02_08_01.png,I02,08,01,images/I02.png,4.4,0.5539999999999999
images/I02_08_02.png,I02,08,02,images/I02.png,3.4,0.879
images/I02_08_03.png,I02,08,03,images/I02.png,3.06,1.043
images/I02_08_04.png,I02,08,04,images/I02.png,1.97,0.912
images/I02_08_05.png,I02,08,05,images/I02.png,1.37,0.752
images/I02_09_01.png,I02,09,01,images/I02.png,4.57,0.716
images/I02_09_02.png,I02,09,02,images/I02.png,3.73,0.8140000000000001
images/I02_09_03.png,I02,09,03,images/I02.png,3.07,1.123
images/I02_09_04.png,I02,09,04,images/I02.png,1.53,0.562
images/I02_09_05.png,I02,09,05,images/I02.png,1.27,0.442
images/I02_10_01.png,I02,10,01,images/I02.png,4.6,0.5539999999999999
images/I02_10_02.png,I02,10,02,images/I02.png,4.33,0.596
images/I02_10_03.png,I02,10,03,images/I02.png,4.13,0.718
images/I02_10_04.png,I02,10,04,images/I02.png,2.6,1.281
images/I02_10_05.png,I02,10,05,images/I02.png,1.6,0.757
images/I02_11_01.png,I02,11,01,images/I02.png,4.27,0.929
images/I02_11_02.png,I02,11,02,images/I02.png,3.7,0.9359999999999999
images/I02_11_03.png,I02,11,03,images/I02.png,3.4,0.841
images/I02_11_04.png,I02,11,04,images/I02.png,2.73,0.772
images/I02_11_05.png,I02,11,05,images/I02.png,2.3,0.69
images/I02_12_01.png,I02,12,01,images/I02.png,4.63,0.547
images/I02_12_02.png,I02,12,02,images/I02.png,4.06,0.84
images/I02_12_03.png,I02,12,03,images/I02.png,3.67,0.83
images/I02_12_04.png,I02,12,04,images/I02.png,2.6,0.8
images/I02_12_05.png,I02,12,05,images/I02.png,2.37,0.706
images/I02_13_01.png,I02,13,01,images/I02.png,4.2,0.7020000000000001
images/I02_13_02.png,I02,13,02,images/I02.png,3.33,1.1640000000000001
images/I02_13_03.png,I02,13,03,images/I02.png,2.73,0.892
images/I02_13_04.png,I02,13,04,images/I02.png,2.53,0.8059999999999999
images/I02_13_05.png,I02,13,05,images/I02.png,1.97,0.547
images/I02_14_01.png,I02,14,01,images/I02.png,4.33,0.6990000000000001
images/I02_14_02.png,I02,14,02,images/I02.png,3.37,0.836
images/I02_14_03.png,I02,14,03,images/I02.png,2.7,0.7809999999999999
images/I02_14_04.png,I02,14,04,images/I02.png,2.33,0.8690000000000001
images/I02_14_05.png,I02,14,05,images/I02.png,2.0,0.73
images/I02_15_01.png,I02,15,01,images/I02.png,3.57,0.883
images/I02_15_02.png,I02,15,02,images/I02.png,2.77,0.716
images/I02_15_03.png,I02,15,03,images/I02.png,2.03,0.795
images/I02_15_04.png,I02,15,04,images/I02.png,1.5,0.563
images/I02_15_05.png,I02,15,05,images/I02.png,1.5,0.6709999999999999
images/I02_16_01.png,I02,16,01,images/I02.png,4.4,0.841
images/I02_16_02.png,I02,16,02,images/I02.png,4.4,0.5539999999999999
images/I02_16_03.png,I02,16,03,images/I02.png,3.77,0.716
images/I02_16_04.png,I02,16,04,images/I02.png,2.9,0.907
images/I02_16_05.png,I02,16,05,images/I02.png,1.83,0.7340000000000001
images/I02_17_01.png,I02,17,01,images/I02.png,4.5,0.5
images/I02_17_02.png,I02,17,02,images/I02.png,4.63,0.547
images/I02_17_03.png,I02,17,03,images/I02.png,4.33,0.596
images/I02_17_04.png,I02,17,04,images/I02.png,3.63,0.795
images/I02_17_05.png,I02,17,05,images/I02.png,1.9,0.79
images/I02_18_01.png,I02,18,01,images/I02.png,4.13,0.67
images/I02_18_02.png,I02,18,02,images/I02.png,4.63,0.547
images/I02_18_03.png,I02,18,03,images/I02.png,4.73,0.442
images/I02_18_04.png,I02,18,04,images/I02.png,4.33,0.537
images/I02_18_05.png,I02,18,05,images/I02.png,4.03,0.605
images/I02_19_01.png,I02,19,01,images/I02.png,4.17,0.778
images/I02_19_02.png,I02,19,02,images/I02.png,4.0,0.73
images/I02_19_03.png,I02,19,03,images/I02.png,3.23,0.955
images/I02_19_04.png,I02,19,04,images/I02.png,1.57,0.496
images/I02_19_05.png,I02,19,05,images/I02.png,1.3,0.45799999999999996
images/I02_20_01.png,I02,20,01,images/I02.png,4.5,0.6709999999999999
images/I02_20_02.png,I02,20,02,images/I02.png,4.47,0.618
images/I02_20_03.png,I02,20,03,images/I02.png,4.4,0.7120000000000001
images/I02_20_04.png,I02,20,04,images/I02.png,3.83,0.898
images/I02_20_05.png,I02,20,05,images/I02.png,4.4,0.841
images/I02_21_01.png,I02,21,01,images/I02.png,4.2,1.046
images/I02_21_02.png,I02,21,02,images/I02.png,3.23,0.955
images/I02_21_03.png,I02,21,03,images/I02.png,3.13,1.1179999999999999
images/I02_21_04.png,I02,21,04,images/I02.png,2.67,1.011
images/I02_21_05.png,I02,21,05,images/I02.png,1.37,0.547
images/I02_22_01.png,I02,22,01,images/I02.png,4.73,0.442
images/I02_22_02.png,I02,22,02,images/I02.png,4.26,0.879
images/I02_22_03.png,I02,22,03,images/I02.png,4.4,0.841
images/I02_22_04.png,I02,22,04,images/I02.png,3.93,0.929
images/I02_22_05.png,I02,22,05,images/I02.png,3.2,1.013
images/I02_23_01.png,I02,23,01,images/I02.png,2.1,0.907
images/I02_23_02.png,I02,23,02,images/I02.png,2.7,1.038
images/I02_23_03.png,I02,23,03,images/I02.png,2.27,0.998
images/I02_23_04.png,I02,23,04,images/I02.png,2.2,0.748
images/I02_23_05.png,I02,23,05,images/I02.png,2.07,0.772
images/I02_24_01.png,I02,24,01,images/I02.png,3.07,0.9640000000000001
images/I02_24_02.png,I02,24,02,images/I02.png,1.93,0.68
images/I02_24_03.png,I02,24,03,images/I02.png,1.47,0.618
images/I02_24_04.png,I02,24,04,images/I02.png,1.23,0.423
images/I02_24_05.png,I02,24,05,images/I02.png,1.2,0.47600000000000003
images/I02_25_01.png,I02,25,01,images/I02.png,3.37,0.795
images/I02_25_02.png,I02,25,02,images/I02.png,3.7,0.9359999999999999
images/I02_25_03.png,I02,25,03,images/I02.png,4.27,0.512
images/I02_25_04.png,I02,25,04,images/I02.png,4.1,0.746
images/I02_25_05.png,I02,25,05,images/I02.png,3.33,0.6990000000000001
images/I03_01_01.png,I03,01,01,images/I03.png,4.7,0.45799999999999996
images/I03_01_02.png,I03,01,02,images/I03.png,4.63,0.48200000000000004
images/I03_01_03.png,I03,01,03,images/I03.png,3.0,0.856
images/I03_01_04.png,I03,01,04,images/I03.png,1.83,0.637
images/I03_01_05.png,I03,01,05,images/I03.png,1.17,0.373
images/I03_02_01.png,I03,02,01,images/I03.png,4.03,0.836
images/I03_02_02.png,I03,02,02,images/I03.png,2.7,0.9
images/I03_02_03.png,I03,02,03,images/I03.png,1.7,0.64
images/I03_02_04.png,I03,02,04,images/I03.png,1.47,0.562
images/I03_02_05.png,I03,02,05,images/I03.png,1.23,0.496
images/I03_03_01.png,I03,03,01,images/I03.png,4.6,0.49
images/I03_03_02.png,I03,03,02,images/I03.png,4.37,0.706
images/I03_03_03.png,I03,03,03,images/I03.png,2.93,0.8140000000000001
images/I03_03_04.png,I03,03,04,images/I03.png,2.23,0.716
images/I03_03_05.png,I03,03,05,images/I03.png,1.63,0.605
images/I03_04_01.png,I03,04,01,images/I03.png,4.6,0.49
images/I03_04_02.png,I03,04,02,images/I03.png,2.9,0.978
images/I03_04_03.png,I03,04,03,images/I03.png,1.53,0.718
images/I03_04_04.png,I03,04,04,images/I03.png,1.2,0.6
images/I03_04_05.png,I03,04,05,images/I03.png,1.1,0.3
images/I03_05_01.png,I03,05,01,images/I03.png,4.78,0.413
images/I03_05_02.png,I03,05,02,images/I03.png,2.65,0.785
images/I03_05_03.png,I03,05,03,images/I03.png,2.0,0.6829999999999999
images/I03_05_04.png,I03,05,04,images/I03.png,1.87,0.718
images/I03_05_05.png,I03,05,05,images/I03.png,2.23,0.9890000000000001
images/I03_06_01.png,I03,06,01,images/I03.png,4.0,0.856
images/I03_06_02.png,I03,06,02,images/I03.png,3.8,1.013
images/I03_06_03.png,I03,06,03,images/I03.png,3.33,1.011
images/I03_06_04.png,I03,06,04,images/I03.png,2.83,0.934
images/I03_06_05.png,I03,06,05,images/I03.png,1.77,0.667
images/I03_07_01.png,I03,07,01,images/I03.png,2.37,1.08
images/I03_07_02.png,I03,07,02,images/I03.png,1.67,0.83
images/I03_07_03.png,I03,07,03,images/I03.png,1.43,0.5589999999999999
images/I03_07_04.png,I03,07,04,images/I03.png,1.53,0.67
images/I03_07_05.png,I03,07,05,images/I03.png,1.47,0.618
images/I03_08_01.png,I03,08,01,images/I03.png,4.53,0.562
images/I03_08_02.png,I03,08,02,images/I03.png,3.13,1.024
images/I03_08_03.png,I03,08,03,images/I03.png,2.47,0.9570000000000001
images/I03_08_04.png,I03,08,04,images/I03.png,1.37,0.547
images/I03_08_05.png,I03,08,05,images/I03.png,1.23,0.496
images/I03_09_01.png,I03,09,01,images/I03.png,4.4,0.757
images/I03_09_02.png,I03,09,02,images/I03.png,3.6,0.987
images/I03_09_03.png,I03,09,03,images/I03.png,3.1,0.978
images/I03_09_04.png,I03,09,04,images/I03.png,1.77,0.616
images/I03_09_05.png,I03,09,05,images/I03.png,1.1,0.3
images/I03_10_01.png,I03,10,01,images/I03.png,4.47,0.67
images/I03_10_02.png,I03,10,02,images/I03.png,4.17,0.898
images/I03_10_03.png,I03,10,03,images/I03.png,3.7,1.005
images/I03_10_04.png,I03,10,04,images/I03.png,2.23,0.667
images/I03_10_05.png,I03,10,05,images/I03.png,1.53,0.718
images/I03_11_01.png,I03,11,01,images/I03.png,3.97,0.836
images/I03_11_02.png,I03,11,02,images/I03.png,3.6,0.757
images/I03_11_03.png,I03,11,03,images/I03.png,3.27,0.8540000000000001
images/I03_11_04.png,I03,11,04,images/I03.png,2.93,0.929
images/I03_11_05.png,I03,11,05,images/I03.png,2.5,0.847
images/I03_12_01.png,I03,12,01,images/I03.png,4.57,0.496
images/I03_12_02.png,I03,12,02,images/I03.png,3.87,0.763
images/I03_12_03.png,I03,12,03,images/I03.png,3.17,0.7340000000000001
images/I03_12_04.png,I03,12,04,images/I03.png,2.9,0.907
images/I03_12_05.png,I03,12,05,images/I03.png,2.6,0.917
images/I03_13_01.png,I03,13,01,images/I03.png,4.4,0.611
images/I03_13_02.png,I03,13,02,images/I03.png,3.57,0.9890000000000001
images/I03_13_03.png,I03,13,03,images/I03.png,2.83,0.778
images/I03_13_04.png,I03,13,04,images/I03.png,2.3,0.823
images/I03_13_05.png,I03,13,05,images/I03.png,2.4,0.6629999999999999
images/I03_14_01.png,I03,14,01,images/I03.png,4.4,0.5539999999999999
images/I03_14_02.png,I03,14,02,images/I03.png,3.5,0.992
images/I03_14_03.png,I03,14,03,images/I03.png,3.03,0.948
images/I03_14_04.png,I03,14,04,images/I03.png,2.53,0.67
images/I03_14_05.png,I03,14,05,images/I03.png,2.17,0.5820000000000001
images/I03_15_01.png,I03,15,01,images/I03.png,4.13,0.763
images/I03_15_02.png,I03,15,02,images/I03.png,3.3,1.038
images/I03_15_03.png,I03,15,03,images/I03.png,2.53,0.8059999999999999
images/I03_15_04.png,I03,15,04,images/I03.png,1.9,0.597
images/I03_15_05.png,I03,15,05,images/I03.png,1.43,0.5589999999999999
images/I03_16_01.png,I03,16,01,images/I03.png,4.37,0.48200000000000004
images/I03_16_02.png,I03,16,02,images/I03.png,4.27,0.512
images/I03_16_03.png,I03,16,03,images/I03.png,2.87,0.991
images/I03_16_04.png,I03,16,04,images/I03.png,2.3,0.9
images/I03_16_05.png,I03,16,05,images/I03.png,1.4,0.5539999999999999
images/I03_17_01.png,I03,17,01,images/I03.png,4.5,0.5
images/I03_17_02.png,I03,17,02,images/I03.png,4.63,0.547
images/I03_17_03.png,I03,17,03,images/I03.png,4.4,0.49
images/I03_17_04.png,I03,17,04,images/I03.png,3.67,0.745
images/I03_17_05.png,I03,17,05,images/I03.png,2.77,1.0859999999999999
images/I03_18_01.png,I03,18,01,images/I03.png,4.23,0.716
images/I03_18_02.png,I03,18,02,images/I03.png,4.73,0.442
images/I03_18_03.png,I03,18,03,images/I03.png,4.5,0.619
images/I03_18_04.png,I03,18,04,images/I03.png,4.47,0.499
images/I03_18_05.png,I03,18,05,images/I03.png,4.2,0.653
images/I03_19_01.png,I03,19,01,images/I03.png,4.17,0.7340000000000001
images/I03_19_02.png,I03,19,02,images/I03.png,3.33,0.6990000000000001
images/I03_19_03.png,I03,19,03,images/I03.png,3.17,0.934
images/I03_19_04.png,I03,19,04,images/I03.png,1.77,0.667
images/I03_19_05.png,I03,19,05,images/I03.png,1.37,0.48200000000000004
images/I03_20_01.png,I03,20,01,images/I03.png,4.37,0.912
images/I03_20_02.png,I03,20,02,images/I03.png,4.67,0.47100000000000003
images/I03_20_03.png,I03,20,03,images/I03.png,4.23,0.716
images/I03_20_04.png,I03,20,04,images/I03.png,4.17,1.0979999999999999
images/I03_20_05.png,I03,20,05,images/I03.png,3.63,1.016
images/I03_21_01.png,I03,21,01,images/I03.png,3.97,1.048
images/I03_21_02.png,I03,21,02,images/I03.png,2.8,0.945
images/I03_21_03.png,I03,21,03,images/I03.png,2.73,0.789
images/I03_21_04.png,I03,21,04,images/I03.png,2.87,0.8059999999999999
images/I03_21_05.png,I03,21,05,images/I03.png,1.39,0.48700000000000004
images/I03_22_01.png,I03,22,01,images/I03.png,4.4,0.757
images/I03_22_02.png,I03,22,02,images/I03.png,4.6,0.611
images/I03_22_03.png,I03,22,03,images/I03.png,4.23,0.8440000000000001
images/I03_22_04.png,I03,22,04,images/I03.png,4.07,0.8540000000000001
images/I03_22_05.png,I03,22,05,images/I03.png,4.0,0.6829999999999999
images/I03_23_01.png,I03,23,01,images/I03.png,3.2,1.222
images/I03_23_02.png,I03,23,02,images/I03.png,2.3,0.862
images/I03_23_03.png,I03,23,03,images/I03.png,2.47,1.056
images/I03_23_04.png,I03,23,04,images/I03.png,2.1,0.79
images/I03_23_05.png,I03,23,05,images/I03.png,2.2,0.945
images/I03_24_01.png,I03,24,01,images/I03.png,3.67,0.789
images/I03_24_02.png,I03,24,02,images/I03.png,2.47,0.9209999999999999
images/I03_24_03.png,I03,24,03,images/I03.png,1.9,0.79
images/I03_24_04.png,I03,24,04,images/I03.png,1.4,0.611
images/I03_24_05.png,I03,24,05,images/I03.png,1.13,0.34
images/I03_25_01.png,I03,25,01,images/I03.png,3.67,0.6990000000000001
images/I03_25_02.png,I03,25,02,images/I03.png,3.84,0.723
images/I03_25_03.png,I03,25,03,images/I03.png,4.63,0.605
images/I03_25_04.png,I03,25,04,images/I03.png,4.4,0.49
images/I03_25_05.png,I03,25,05,images/I03.png,3.67,0.789
images/I04_01_01.png,I04,01,01,images/I04.png,4.77,0.423
images/I04_01_02.png,I04,01,02,images/I04.png,4.3,0.69
images/I04_01_03.png,I04,01,03,images/I04.png,2.5,0.992
images/I04_01_04.png,I04,01,04,images/I04.png,1.57,0.616
images/I04_01_05.png,I04,01,05,images/I04.png,1.2,0.4
images/I04_02_01.png,I04,02,01,images/I04.png,3.57,0.667
images/I04_02_02.png,I04,02,02,images/I04.png,2.43,0.667
images/I04_02_03.png,I04,02,03,images/I04.png,1.5,0.6709999999999999
images/I04_02_04.png,I04,02,04,images/I04.png,1.43,0.5589999999999999
images/I04_02_05.png,I04,02,05,images/I04.png,1.2,0.4
images/I04_03_01.png,I04,03,01,images/I04.png,4.7,0.526
images/I04_03_02.png,I04,03,02,images/I04.png,4.17,0.687
images/I04_03_03.png,I04,03,03,images/I04.png,2.63,0.795
images/I04_03_04.png,I04,03,04,images/I04.png,1.93,0.727
images/I04_03_05.png,I04,03,05,images/I04.png,1.6,0.49
images/I04_04_01.png,I04,04,01,images/I04.png,4.33,0.745
images/I04_04_02.png,I04,04,02,images/I04.png,3.07,0.929
images/I04_04_03.png,I04,04,03,images/I04.png,2.37,1.016
images/I04_04_04.png,I04,04,04,images/I04.png,1.97,0.9990000000000001
images/I04_04_05.png,I04,04,05,images/I04.png,1.67,0.907
images/I04_05_01.png,I04,05,01,images/I04.png,3.7,0.862
images/I04_05_02.png,I04,05,02,images/I04.png,1.83,0.82
images/I04_05_03.png,I04,05,03,images/I04.png,1.93,0.8140000000000001
images/I04_05_04.png,I04,05,04,images/I04.png,1.43,0.496
images/I04_05_05.png,I04,05,05,images/I04.png,1.47,0.562
images/I04_06_01.png,I04,06,01,images/I04.png,4.37,0.875
images/I04_06_02.png,I04,06,02,images/I04.png,4.43,0.667
images/I04_06_03.png,I04,06,03,images/I04.png,3.83,1.035
images/I04_06_04.png,I04,06,04,images/I04.png,3.47,0.846
images/I04_06_05.png,I04,06,05,images/I04.png,2.73,0.8540000000000001
images/I04_07_01.png,I04,07,01,images/I04.png,2.7,0.971
images/I04_07_02.png,I04,07,02,images/I04.png,2.63,1.11
images/I04_07_03.png,I04,07,03,images/I04.png,2.7,0.862
