img,dist,ver,fpath,elo,ref_img
A0002,06,03,Distortion_1/A0002_06_03.bmp,1363.1946,Train_Ref/A0002.bmp
A0002,06,04,Distortion_1/A0002_06_04.bmp,1431.3316,Train_Ref/A0002.bmp
A0002,06,05,Distortion_1/A0002_06_05.bmp,1473.1003,Train_Ref/A0002.bmp
A0002,06,06,Distortion_1/A0002_06_06.bmp,1358.6876,Train_Ref/A0002.bmp
A0002,06,07,Distortion_1/A0002_06_07.bmp,1423.0559,Train_Ref/A0002.bmp
A0002,06,08,Distortion_1/A0002_06_08.bmp,1565.8197,Train_Ref/A0002.bmp
A0002,06,09,Distortion_1/A0002_06_09.bmp,1479.2713,Train_Ref/A0002.bmp
A0002,06,10,Distortion_1/A0002_06_10.bmp,1394.9381,Train_Ref/A0002.bmp
A0002,06,11,Distortion_1/A0002_06_11.bmp,1445.7905,Train_Ref/A0002.bmp
A0002,06,12,Distortion_1/A0002_06_12.bmp,1244.4476,Train_Ref/A0002.bmp
A0002,06,13,Distortion_1/A0002_06_13.bmp,1223.7601,Train_Ref/A0002.bmp
A0002,06,14,Distortion_1/A0002_06_14.bmp,1354.8884,Train_Ref/A0002.bmp
A0002,06,15,Distortion_1/A0002_06_15.bmp,1124.3311,Train_Ref/A0002.bmp
A0002,06,16,Distortion_1/A0002_06_16.bmp,1477.9217,Train_Ref/A0002.bmp
A0002,06,17,Distortion_1/A0002_06_17.bmp,1510.7222,Train_Ref/A0002.bmp
A0002,06,18,Distortion_1/A0002_06_18.bmp,1459.2650,Train_Ref/A0002.bmp
A0002,06,19,Distortion_1/A0002_06_19.bmp,1545.5476,Train_Ref/A0002.bmp
A0002,06,20,Distortion_1/A0002_06_20.bmp,1581.9051,Train_Ref/A0002.bmp
A0002,06,21,Distortion_1/A0002_06_21.bmp,1680.2073,Train_Ref/A0002.bmp
A0002,06,22,Distortion_1/A0002_06_22.bmp,1598.4305,Train_Ref/A0002.bmp
A0002,06,23,Distortion_1/A0002_06_23.bmp,1647.7965,Train_Ref/A0002.bmp
A0002,06,24,Distortion_1/A0002_06_24.bmp,1625.7874,Train_Ref/A0002.bmp
A0002,06,25,Distortion_1/A0002_06_25.bmp,1429.0518,Train_Ref/A0002.bmp
A0002,06,26,Distortion_1/A0002_06_26.bmp,1313.9093,Train_Ref/A0002.bmp
A0003,00,00,Distortion_1/A0003_00_00.bmp,1483.9370,Train_Ref/A0003.bmp
A0003,00,01,Distortion_1/A0003_00_01.bmp,1349.2969,Train_Ref/A0003.bmp
A0003,00,02,Distortion_1/A0003_00_02.bmp,1569.9631,Train_Ref/A0003.bmp
A0003,00,03,Distortion_1/A0003_00_03.bmp,1456.2309,Train_Ref/A0003.bmp
A0003,00,04,Distortion_1/A0003_00_04.bmp,1327.4695,Train_Ref/A0003.bmp
A0003,00,05,Distortion_1/A0003_00_05.bmp,1634.8346,Train_Ref/A0003.bmp
A0003,00,06,Distortion_1/A0003_00_06.bmp,1512.4196,Train_Ref/A0003.bmp
A0003,00,07,Distortion_1/A0003_00_07.bmp,1337.4088,Train_Ref/A0003.bmp
A0003,00,08,Distortion_1/A0003_00_08.bmp,1440.9197,Train_Ref/A0003.bmp
A0003,00,09,Distortion_1/A0003_00_09.bmp,1508.0831,Train_Ref/A0003.bmp
A0003,00,10,Distortion_1/A0003_00_10.bmp,1386.1099,Train_Ref/A0003.bmp
A0003,00,11,Distortion_1/A0003_00_11.bmp,1384.8619,Train_Ref/A0003.bmp
A0003,01,00,Distortion_1/A0003_01_00.bmp,1484.7909,Train_Ref/A0003.bmp
A0003,01,01,Distortion_1/A0003_01_01.bmp,1452.1669,Train_Ref/A0003.bmp
A0003,01,02,Distortion_1/A0003_01_02.bmp,1261.1504,Train_Ref/A0003.bmp
A0003,01,03,Distortion_1/A0003_01_03.bmp,1531.6726,Train_Ref/A0003.bmp
A0003,01,04,Distortion_1/A0003_01_04.bmp,1480.7140,Train_Ref/A0003.bmp
A0003,01,05,Distortion_1/A0003_01_05.bmp,1373.3824,Train_Ref/A0003.bmp
A0003,01,06,Distortion_1/A0003_01_06.bmp,1464.5643,Train_Ref/A0003.bmp
A0003,01,07,Distortion_1/A0003_01_07.bmp,1512.3878,Train_Ref/A0003.bmp
A0003,01,08,Distortion_1/A0003_01_08.bmp,1317.7468,Train_Ref/A0003.bmp
A0003,01,09,Distortion_1/A0003_01_09.bmp,1469.7013,Train_Ref/A0003.bmp
A0003,01,10,Distortion_1/A0003_01_10.bmp,1463.1153,Train_Ref/A0003.bmp
A0003,01,11,Distortion_1/A0003_01_11.bmp,1564.4456,Train_Ref/A0003.bmp
A0003,01,12,Distortion_1/A0003_01_12.bmp,1536.2949,Train_Ref/A0003.bmp
A0003,01,13,Distortion_1/A0003_01_13.bmp,1531.4786,Train_Ref/A0003.bmp
A0003,01,14,Distortion_1/A0003_01_14.bmp,1508.6716,Train_Ref/A0003.bmp
A0003,01,15,Distortion_1/A0003_01_15.bmp,1209.3828,Train_Ref/A0003.bmp
A0003,02,00,Distortion_1/A0003_02_00.bmp,1520.8828,Train_Ref/A0003.bmp
A0003,02,01,Distortion_1/A0003_02_01.bmp,1420.3106,Train_Ref/A0003.bmp
A0003,02,02,Distortion_1/A0003_02_02.bmp,1499.7853,Train_Ref/A0003.bmp
A0003,02,03,Distortion_1/A0003_02_03.bmp,1501.9835,Train_Ref/A0003.bmp
A0003,02,04,Distortion_1/A0003_02_04.bmp,1542.2584,Train_Ref/A0003.bmp
A0003,02,05,Distortion_1/A0003_02_05.bmp,1423.1023,Train_Ref/A0003.bmp
A0003,02,06,Distortion_1/A0003_02_06.bmp,1499.0694,Train_Ref/A0003.bmp
A0003,02,07,Distortion_1/A0003_02_07.bmp,1517.5064,Train_Ref/A0003.bmp
A0003,02,08,Distortion_1/A0003_02_08.bmp,1536.3609,Train_Ref/A0003.bmp
A0003,02,09,Distortion_1/A0003_02_09.bmp,1517.0464,Train_Ref/A0003.bmp
A0003,03,00,Distortion_1/A0003_03_00.bmp,1330.7348,Train_Ref/A0003.bmp
A0003,03,01,Distortion_1/A0003_03_01.bmp,1510.5029,Train_Ref/A0003.bmp
A0003,03,02,Distortion_1/A0003_03_02.bmp,1471.5375,Train_Ref/A0003.bmp
A0003,03,03,Distortion_1/A0003_03_03.bmp,1541.8797,Train_Ref/A0003.bmp
A0003,03,04,Distortion_1/A0003_03_04.bmp,1491.4348,Train_Ref/A0003.bmp
A0003,03,05,Distortion_1/A0003_03_05.bmp,1500.8029,Train_Ref/A0003.bmp
A0003,03,06,Distortion_1/A0003_03_06.bmp,1536.2801,Train_Ref/A0003.bmp
A0003,03,07,Distortion_1/A0003_03_07.bmp,1387.5889,Train_Ref/A0003.bmp
A0003,03,08,Distortion_1/A0003_03_08.bmp,1468.7473,Train_Ref/A0003.bmp
A0003,03,09,Distortion_1/A0003_03_09.bmp,1461.0215,Train_Ref/A0003.bmp
A0003,03,10,Distortion_1/A0003_03_10.bmp,1573.8722,Train_Ref/A0003.bmp
A0003,03,11,Distortion_1/A0003_03_11.bmp,1511.4294,Train_Ref/A0003.bmp
A0003,03,12,Distortion_1/A0003_03_12.bmp,1425.6149,Train_Ref/A0003.bmp
A0003,03,13,Distortion_1/A0003_03_13.bmp,1477.7669,Train_Ref/A0003.bmp
A0003,03,14,Distortion_1/A0003_03_14.bmp,1443.5553,Train_Ref/A0003.bmp
A0003,03,15,Distortion_1/A0003_03_15.bmp,1496.9454,Train_Ref/A0003.bmp
A0003,03,16,Distortion_1/A0003_03_16.bmp,1498.9243,Train_Ref/A0003.bmp
A0003,03,17,Distortion_1/A0003_03_17.bmp,1397.5059,Train_Ref/A0003.bmp
A0003,03,18,Distortion_1/A0003_03_18.bmp,1526.3426,Train_Ref/A0003.bmp
A0003,03,19,Distortion_1/A0003_03_19.bmp,1501.7009,Train_Ref/A0003.bmp
